"name_old","name_new","class_old","class_new","value_old","value_new","missings","recodes"
"V041105","V041105","factor","factor","1. One child in HH under 5 years old","1. One child in HH under 5 years old","",""
"V041105","V041105","factor","factor","2. Two children in HH under 5 years old","2. Two children in HH under 5 years old","",""
"V041105","V041105","factor","factor","3. Three children in HH under 5 years old","3. Three children in HH under 5 years old","",""
"V041105","V041105","factor","factor",".",".","",""
"V041106","V041106","factor","factor","0. No child in HH age 5-9","0. No child in HH age 5-9","",""
"V041106","V041106","factor","factor","1. One child in HH age 5-9","1. One child in HH age 5-9","",""
"V041106","V041106","factor","factor","2. Two children in HH age 5-9","2. Two children in HH age 5-9","",""
"V041106","V041106","factor","factor","3. Three children in HH age 5-9","3. Three children in HH age 5-9","",""
"V041106","V041106","factor","factor",".",".","",""
"V041107","V041107","factor","factor","0. No child in HH age 10-13","0. No child in HH age 10-13","",""
"V041107","V041107","factor","factor","1. One child in HH age 10-13","1. One child in HH age 10-13","",""
"V041107","V041107","factor","factor","2. Two children in HH age 10-13","2. Two children in HH age 10-13","",""
"V041107","V041107","factor","factor","3. Three children in HH age 10-13","3. Three children in HH age 10-13","",""
"V041107","V041107","factor","factor","4. Four children in HH age 10-13","4. Four children in HH age 10-13","",""
"V041107","V041107","factor","factor",".",".","",""
"V041108","V041108","factor","factor","0. No child in HH age 14-17","0. No child in HH age 14-17","",""
"V041108","V041108","factor","factor","1. One child in HH age 14-17","1. One child in HH age 14-17","",""
"V041108","V041108","factor","factor","2. Two children in HH age 14-17","2. Two children in HH age 14-17","",""
"V041108","V041108","factor","factor","3. Three children in HH age 14-17","3. Three children in HH age 14-17","",""
"V041108","V041108","factor","factor",".",".","",""
"V041109","V041109","factor","factor","1. R is person number 1 (1st person in HH listing)","1. R is person number 1 (1st person in HH listing)","",""
"V041109","V041109","factor","factor","2. R is person number 2 (2nd person in HH listing)","2. R is person number 2 (2nd person in HH listing)","",""
"V041109","V041109","factor","factor","3. R is person number 3 (3rd person in HH listing)","3. R is person number 3 (3rd person in HH listing)","",""
"V041109","V041109","factor","factor","4. R is person number 4 (4th person in HH listing)","4. R is person number 4 (4th person in HH listing)","",""
"V041109","V041109","factor","factor","5. R is person number 5 (5th person in HH listing)","5. R is person number 5 (5th person in HH listing)","",""
"V041109","V041109","factor","factor","6. R is person number 6 (6th person in HH listing)","6. R is person number 6 (6th person in HH listing)","",""
"V041109","V041109","factor","factor","7. R is person number 7 (7th person in HH listing)","7. R is person number 7 (7th person in HH listing)","",""
"V041109","V041109","factor","factor","8. R is person number 8 (8th person in HH listing)","8. R is person number 8 (8th person in HH listing)","",""
"V041109","V041109","factor","factor",".",".","",""
"V041109A","V041109A","factor","factor","1. Male","1. Male","",""
"V041109A","V041109A","factor","factor","2. Female","2. Female","",""
"V041109A","V041109A","factor","factor",".",".","",""
"V041109B","V041109B","factor","factor",".",".","",""
"V041109C","V041109C","factor","factor","0. No child in HH is (step)son/daughter of R","0. No child in HH is (step)son/daughter of R","",""
"V041109C","V041109C","factor","factor","1. 1 child in HH is (step)son/daughter of R","1. 1 child in HH is (step)son/daughter of R","",""
"V041109C","V041109C","factor","factor","2. 2 children in HH are (step)sons/daughters of R","2. 2 children in HH are (step)sons/daughters of R","",""
"V041109C","V041109C","factor","factor","3. 3 children in HH are (step)sons/daughters of R","3. 3 children in HH are (step)sons/daughters of R","",""
"V041109C","V041109C","factor","factor","4. 4 children in HH are (step)sons/daughters of R","4. 4 children in HH are (step)sons/daughters of R","",""
"V041109C","V041109C","factor","factor","5. 5 children in HH are (step)sons/daughters of R","5. 5 children in HH are (step)sons/daughters of R","",""
"V041109C","V041109C","factor","factor","6. 6 children in HH are (step)sons/daughters of R","6. 6 children in HH are (step)sons/daughters of R","",""
"V041109C","V041109C","factor","factor",".",".","",""
"V041109D","V041109D","factor","factor","0. No child in HH is (step)daughter of R","0. No child in HH is (step)daughter of R","",""
"V041109D","V041109D","factor","factor","1. 1 child in HH is (step)daughter of R","1. 1 child in HH is (step)daughter of R","",""
"V041109D","V041109D","factor","factor","2. 2 children in HH are (step)daughters of R","2. 2 children in HH are (step)daughters of R","",""
"V041109D","V041109D","factor","factor","3. 3 children in HH are (step)daughters of R","3. 3 children in HH are (step)daughters of R","",""
"V041109D","V041109D","factor","factor","4. 4 children in HH are (step)daughters of R","4. 4 children in HH are (step)daughters of R","",""
"V041109D","V041109D","factor","factor","5. 5 children in HH are (step)daughters of R","5. 5 children in HH are (step)daughters of R","",""
"V041109D","V041109D","factor","factor","6. 6 children in HH are (step)daughters of R","6. 6 children in HH are (step)daughters of R","",""
"V041109D","V041109D","factor","factor",".",".","",""
"V041110","V041110","factor","factor",".",".","",""
"V041111A","V041111A","integer","integer",".",".","",""
"V041111B","V041111B","factor","factor","0. NA","0. NA","",""
"V041111B","V041111B","factor","factor","1. Male","1. Male","",""
"V041111B","V041111B","factor","factor","5. Female","5. Female","",""
"V041111B","V041111B","factor","factor",".",".","",""
"V041112A","V041112A","integer","integer",".",".","",""
"V041112B","V041112B","factor","factor","0. NA","0. NA","",""
"V041112B","V041112B","factor","factor","1. Male","1. Male","",""
"V041112B","V041112B","factor","factor","5. Female","5. Female","",""
"V041112B","V041112B","factor","factor",".",".","",""
"V041113A","V041113A","integer","integer",".",".","",""
"V041113B","V041113B","factor","factor","0. NA","0. NA","",""
"V041113B","V041113B","factor","factor","1. Male","1. Male","",""
"V041113B","V041113B","factor","factor","5. Female","5. Female","",""
"V041113B","V041113B","factor","factor",".",".","",""
"V041114A","V041114A","integer","integer",".",".","",""
"V041114B","V041114B","factor","factor","0. NA","0. NA","",""
"V041114B","V041114B","factor","factor","1. Male","1. Male","",""
"V041114B","V041114B","factor","factor","5. Female","5. Female","",""
"V041114B","V041114B","factor","factor",".",".","",""
"V041115A","V041115A","integer","integer","19","19","",""
"V041115A","V041115A","integer","integer","20","20","",""
"V041115A","V041115A","integer","integer","21","21","",""
"V041115A","V041115A","integer","integer","25","25","",""
"V041115A","V041115A","integer","integer","27","27","",""
"V041115A","V041115A","integer","integer","47","47","",""
"V041115A","V041115A","integer","integer","52","52","",""
"V041115A","V041115A","integer","integer",".",".","",""
"V041115B","V041115B","factor","factor","0. NA","0. NA","",""
"V041115B","V041115B","factor","factor","1. Male","1. Male","",""
"V041115B","V041115B","factor","factor","5. Female","5. Female","",""
"V041115B","V041115B","factor","factor",".",".","",""
"V041116A","V041116A","integer","integer","21","21","",""
"V041116A","V041116A","integer","integer",".",".","",""
"V041116B","V041116B","factor","factor","0. NA","0. NA","",""
"V041116B","V041116B","factor","factor","1. Male","1. Male","",""
"V041116B","V041116B","factor","factor","5. Female","5. Female","",""
"V041116B","V041116B","factor","factor",".",".","",""
"V041201","V041201","character","character",".",".","",""
"V041201A","V041201A","character","character",".",".","",""
"V041202","V041202","factor","factor",".",".","",""
"V041203","V041203","factor","factor",".",".","",""
"V041204","V041204","integer","integer",".",".","",""
"V041204A","V041204A","character","character",".",".","",""
"V041204B","V041204B","integer","integer",".",".","",""
"V041204C","V041204C","integer","integer",".",".","",""
"V041205","V041205","factor","factor","1. Northeast (CT,ME,MA,NH,NJ,NY,PA,RI,VT)","1. Northeast (CT,ME,MA,NH,NJ,NY,PA,RI,VT)","",""
"V041205","V041205","factor","factor","2. North Central (IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI)","2. North Central (IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI)","",""
"V041205","V041205","factor","factor","3. South (AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV","3. South (AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV","",""
"V041205","V041205","factor","factor","4. West (AK,AZ,CA,CO,HI,ID,MT,NM,NV,OR,UT,WA,WY)","4. West (AK,AZ,CA,CO,HI,ID,MT,NM,NV,OR,UT,WA,WY)","",""
"V041205","V041205","factor","factor",".",".","",""
"V041206","V041206","integer","integer",".",".","",""
"V041206A","V041206A","character","character","","","",""
"V041206A","V041206A","character","character",".",".","",""
"V041207","V041207","integer","integer","999","999","",""
"V041207","V041207","integer","integer",".",".","",""
"V041207A","V041207A","character","character","","","",""
"V041207A","V041207A","character","character",".",".","",""
"V041208","V041208","integer","integer","99999","99999","",""
"V041208","V041208","integer","integer",".",".","",""
"V041208A","V041208A","character","character","","","",""
"V041208A","V041208A","character","character",".",".","",""
"V041209","V041209","integer","integer","9999","9999","",""
"V041209","V041209","integer","integer",".",".","",""
"V041210","V041210","integer","integer","99999","99999","",""
"V041210","V041210","integer","integer",".",".","",""
"V041211","V041211","integer","integer","99999","99999","",""
"V041211","V041211","integer","integer",".",".","",""
"V041212","V041212","integer","integer",".",".","",""
"V041213","V041213","factor","factor","1. Rural","1. Rural","",""
"V041213","V041213","factor","factor","5. Urban","5. Urban","",""
"V041213","V041213","factor","factor",".",".","",""
"V041214","V041214","integer","integer","999","999","",""
"V041214","V041214","integer","integer",".",".","",""
"V041214A","V041214A","integer","integer","99999","99999","",""
"V041214A","V041214A","integer","integer",".",".","",""
"V042001","V042001","factor","factor","1. A10 Pre and Pre patriotism module","1. A10 Pre and Pre patriotism module","",""
"V042001","V042001","factor","factor","2. A11 Pre and Pre patriotism module","2. A11 Pre and Pre patriotism module","",""
"V042001","V042001","factor","factor","3. A10 Pre and Post patriotism module","3. A10 Pre and Post patriotism module","",""
"V042001","V042001","factor","factor","4. A11 Pre and Post patriotism module","4. A11 Pre and Post patriotism module","",""
"V042001","V042001","factor","factor",".",".","",""
"V042002","V042002","factor","factor","00. NA","00. NA","",""
"V042002","V042002","factor","factor","09. September","09. September","",""
"V042002","V042002","factor","factor","10. October","10. October","",""
"V042002","V042002","factor","factor","11. November","11. November","",""
"V042002","V042002","factor","factor",".",".","",""
"V042003","V042003","integer","integer",".",".","",""
"V042004","V042004","character","character",".",".","",""
"V042005","V042005","factor","factor","0. NA","0. NA","",""
"V042005","V042005","factor","factor","1. September 2, 2004 version","1. September 2, 2004 version","",""
"V042005","V042005","factor","factor","2. September 8, 2004 version","2. September 8, 2004 version","",""
"V042005","V042005","factor","factor","3. September 16, 2004 version","3. September 16, 2004 version","",""
"V042005","V042005","factor","factor","4. September 29, 2004 version","4. September 29, 2004 version","",""
"V042005","V042005","factor","factor",".",".","",""
"V042006","V042006","factor","factor","00. NA","00. NA","",""
"V042006","V042006","factor","factor","09. September","09. September","",""
"V042006","V042006","factor","factor","10. October","10. October","",""
"V042006","V042006","factor","factor","11. November","11. November","",""
"V042006","V042006","factor","factor",".",".","",""
"V042007","V042007","integer","integer",".",".","",""
"V042008","V042008","character","character",".",".","",""
"V042009","V042009","factor","factor","0. NA","0. NA","",""
"V042009","V042009","factor","factor","1. September 2, 2004 version","1. September 2, 2004 version","",""
"V042009","V042009","factor","factor","2. September 8, 2004 version","2. September 8, 2004 version","",""
"V042009","V042009","factor","factor","3. September 16, 2004 version","3. September 16, 2004 version","",""
"V042009","V042009","factor","factor","4. September 29, 2004 version","4. September 29, 2004 version","",""
"V042009","V042009","factor","factor",".",".","",""
"V042010A","V042010A","integer","integer",".",".","",""
"V042010B","V042010B","integer","integer",".",".","",""
"V042011","V042011","factor","factor","0. NA","0. NA","",""
"V042011","V042011","factor","factor","1. IW conducted in 1 session","1. IW conducted in 1 session","",""
"V042011","V042011","factor","factor","2. IW conducted in 2 sessions","2. IW conducted in 2 sessions","",""
"V042011","V042011","factor","factor","3. IW conducted in 3 sessions","3. IW conducted in 3 sessions","",""
"V042011","V042011","factor","factor","4. IW conducted in 4 sessions","4. IW conducted in 4 sessions","",""
"V042011","V042011","factor","factor",".",".","",""
"V042012","V042012","factor","factor","0. Pre IW conducted using a single version of the instrument","0. Pre IW conducted using a single version of the instrument","",""
"V042012","V042012","factor","factor","1. Pre IW conducted using more than a single version","1. Pre IW conducted using more than a single version","",""
"V042012","V042012","factor","factor","9. NA","9. NA","",""
"V042012","V042012","factor","factor",".",".","",""
"V042013","V042013","factor","factor","0. NA","0. NA","",""
"V042013","V042013","factor","factor","1. One interviewer conducted the entire interview","1. One interviewer conducted the entire interview","",""
"V042013","V042013","factor","factor","2. Two interviewers conducted the interview","2. Two interviewers conducted the interview","",""
"V042013","V042013","factor","factor",".",".","",""
"V042014A","V042014A","character","character",".",".","",""
"V042014B","V042014B","character","character",".",".","",""
"V042014C","V042014C","character","character","","","",""
"V042014C","V042014C","character","character","0922","0922","",""
"V042014C","V042014C","character","character","0924","0924","",""
"V042014C","V042014C","character","character","0930","0930","",""
"V042014C","V042014C","character","character","1027","1027","",""
"V042014C","V042014C","character","character",".",".","",""
"V042014D","V042014D","character","character","","","",""
"V042014D","V042014D","character","character","0922","0922","",""
"V042014D","V042014D","character","character",".",".","",""
"V042015A","V042015A","factor","factor","0. NA","0. NA","",""
"V042015A","V042015A","factor","factor","1. September 2, 2004 version","1. September 2, 2004 version","",""
"V042015A","V042015A","factor","factor","2. September 8, 2004 version","2. September 8, 2004 version","",""
"V042015A","V042015A","factor","factor","3. September 16, 2004 version","3. September 16, 2004 version","",""
"V042015A","V042015A","factor","factor","4. September 29, 2004 version","4. September 29, 2004 version","",""
"V042015A","V042015A","factor","factor",".",".","",""
"V042015B","V042015B","factor","factor","1. September 2, 2004 version","1. September 2, 2004 version","",""
"V042015B","V042015B","factor","factor","2. September 8, 2004 version","2. September 8, 2004 version","",""
"V042015B","V042015B","factor","factor","3. September 16, 2004 version","3. September 16, 2004 version","",""
"V042015B","V042015B","factor","factor","4. September 29, 2004 version","4. September 29, 2004 version","",""
"V042015B","V042015B","factor","factor",".",".","",""
"V042015C","V042015C","factor","factor","1. September 2, 2004 version","1. September 2, 2004 version","",""
"V042015C","V042015C","factor","factor","2. September 8, 2004 version","2. September 8, 2004 version","",""
"V042015C","V042015C","factor","factor","3. September 16, 2004 version","3. September 16, 2004 version","",""
"V042015C","V042015C","factor","factor","4. September 29, 2004 version","4. September 29, 2004 version","",""
"V042015C","V042015C","factor","factor",".",".","",""
"V042015D","V042015D","factor","factor","1. September 2, 2004 version","1. September 2, 2004 version","",""
"V042015D","V042015D","factor","factor","2. September 8, 2004 version","2. September 8, 2004 version","",""
"V042015D","V042015D","factor","factor","3. September 16, 2004 version","3. September 16, 2004 version","",""
"V042015D","V042015D","factor","factor","4. September 29, 2004 version","4. September 29, 2004 version","",""
"V042015D","V042015D","factor","factor",".",".","",""
"V042016A","V042016A","factor","factor",".",".","",""
"V042016B","V042016B","factor","factor",".",".","",""
"V042016C","V042016C","factor","factor",".",".","",""
"V042017","V042017","integer","integer",".",".","",""
"V042018","V042018","integer","integer",".",".","",""
"V042019","V042019","integer","integer","0","0","",""
"V042019","V042019","integer","integer","1","1","",""
"V042019","V042019","integer","integer","2","2","",""
"V042019","V042019","integer","integer","3","3","",""
"V042019","V042019","integer","integer","4","4","",""
"V042019","V042019","integer","integer","5","5","",""
"V042019","V042019","integer","integer","6","6","",""
"V042019","V042019","integer","integer","7","7","",""
"V042019","V042019","integer","integer","8","8","",""
"V042019","V042019","integer","integer","9","9","",""
"V042019","V042019","integer","integer","10","10","",""
"V042019","V042019","integer","integer","11","11","",""
"V042019","V042019","integer","integer","12","12","",""
"V042019","V042019","integer","integer",".",".","",""
"V042020","V042020","integer","integer",".",".","",""
"V042021","V042021","factor","factor","0. Not a refusal conversion situation","0. Not a refusal conversion situation","",""
"V042021","V042021","factor","factor","1. Refusal conversion","1. Refusal conversion","",""
"V042021","V042021","factor","factor",".",".","",""
"V042022","V042022","factor","factor","1. All cases released at start of interviewing period","1. All cases released at start of interviewing period","",""
"V042022","V042022","factor","factor",".",".","",""
"V042023","V042023","factor","factor","1. All interviews conducted face-to-face","1. All interviews conducted face-to-face","",""
"V042023","V042023","factor","factor",".",".","",""
"V042024","V042024","factor","factor","1. Completed interview","1. Completed interview","",""
"V042024","V042024","factor","factor",".",".","",""
"V042025","V042025","integer","integer",".",".","",""
"V042026","V042026","factor","factor","1. All interviews were conducted in English","1. All interviews were conducted in English","",""
"V042026","V042026","factor","factor",".",".","",""
"V042027","V042027","factor","factor","0. Not selected for verification","0. Not selected for verification","",""
"V042027","V042027","factor","factor","2. Verified, no inconsistencies","2. Verified, no inconsistencies","",""
"V042027","V042027","factor","factor","3. Verified with discrepancies","3. Verified with discrepancies","",""
"V042027","V042027","factor","factor","4. Failed verification","4. Failed verification","",""
"V042027","V042027","factor","factor","5. Unable to verify (unable to contact respondent)","5. Unable to verify (unable to contact respondent)","",""
"V042027","V042027","factor","factor","6. Verification limit met (used when the case if flagged for","6. Verification limit met (used when the case if flagged for","",""
"V042027","V042027","factor","factor",".",".","",""
"V042028","V042028","factor","factor","0. Not flagged for evaluation","0. Not flagged for evaluation","",""
"V042028","V042028","factor","factor","1. Flagged for evaluation;not evaluated","1. Flagged for evaluation;not evaluated","",""
"V042028","V042028","factor","factor","2. Evaluated","2. Evaluated","",""
"V042028","V042028","factor","factor",".",".","",""
"V042029","V042029","factor","factor","1. Yes, tape-recorded","1. Yes, tape-recorded","",""
"V042029","V042029","factor","factor","5. No","5. No","",""
"V042029","V042029","factor","factor",".",".","",""
"V042030","V042030","factor","factor","20. $20","20. $20","",""
"V042030","V042030","factor","factor","50. $50","50. $50","",""
"V042030","V042030","factor","factor",".",".","",""
"V042031","V042031","factor","factor","00. Respondent refused payment","00. Respondent refused payment","",""
"V042031","V042031","factor","factor","20. $20","20. $20","",""
"V042031","V042031","factor","factor","50. $50","50. $50","",""
"V042031","V042031","factor","factor","99. NA","99. NA","",""
"V042031","V042031","factor","factor",".",".","",""
"V042032","V042032","character","character",".",".","",""
"V042033","V042033","factor","factor","1. All respondents paid by check","1. All respondents paid by check","",""
"V042033","V042033","factor","factor",".",".","",""
"V042034","V042034","factor","factor","1. All respondents received $5 cash and a magnet","1. All respondents received $5 cash and a magnet","",""
"V042034","V042034","factor","factor",".",".","",""
"V042035","V042035","factor","factor","0. Persuasion letters not documented","0. Persuasion letters not documented","",""
"V042035","V042035","factor","factor",".",".","",""
"V042036A","V042036A","factor","factor","0. Positive comment not coded at any call","0. Positive comment not coded at any call","",""
"V042036A","V042036A","factor","factor","1. Positive comment coded for at least one call","1. Positive comment coded for at least one call","",""
"V042036A","V042036A","factor","factor","9. NA","9. NA","",""
"V042036A","V042036A","factor","factor",".",".","",""
"V042036B","V042036B","factor","factor","0. Time-delay comment not coded at any call","0. Time-delay comment not coded at any call","",""
"V042036B","V042036B","factor","factor","1. Time-delay comment coded for at least one call","1. Time-delay comment coded for at least one call","",""
"V042036B","V042036B","factor","factor","9. NA","9. NA","",""
"V042036B","V042036B","factor","factor",".",".","",""
"V042036C","V042036C","factor","factor","0. Negative comment not coded at any call","0. Negative comment not coded at any call","",""
"V042036C","V042036C","factor","factor","1. Negative comment coded for at least one call","1. Negative comment coded for at least one call","",""
"V042036C","V042036C","factor","factor","9. NA","9. NA","",""
"V042036C","V042036C","factor","factor",".",".","",""
"V042036D","V042036D","factor","factor","0. Eligibility comment not coded at any call","0. Eligibility comment not coded at any call","",""
"V042036D","V042036D","factor","factor","1. Eligibility comment coded for at least one call","1. Eligibility comment coded for at least one call","",""
"V042036D","V042036D","factor","factor","9. NA","9. NA","",""
"V042036D","V042036D","factor","factor",".",".","",""
"V042036E","V042036E","factor","factor","0. Privacy comment not coded at any call","0. Privacy comment not coded at any call","",""
"V042036E","V042036E","factor","factor","1. Privacy comment coded for at least one call","1. Privacy comment coded for at least one call","",""
"V042036E","V042036E","factor","factor","9. NA","9. NA","",""
"V042036E","V042036E","factor","factor",".",".","",""
"V042036F","V042036F","factor","factor","0. Political disinterest comment not coded at any call","0. Political disinterest comment not coded at any call","",""
"V042036F","V042036F","factor","factor","1. Political disinterest comment coded for at least one call","1. Political disinterest comment coded for at least one call","",""
"V042036F","V042036F","factor","factor","9. NA","9. NA","",""
"V042036F","V042036F","factor","factor",".",".","",""
"V042037A","V042037A","factor","factor","0. NA","0. NA","",""
"V042037A","V042037A","factor","factor","1. Coded at 1 or more calls","1. Coded at 1 or more calls","",""
"V042037A","V042037A","factor","factor","5. Not coded","5. Not coded","",""
"V042037A","V042037A","factor","factor",".",".","",""
"V042037B","V042037B","factor","factor","0. NA","0. NA","",""
"V042037B","V042037B","factor","factor","1. Coded at 1 or more calls","1. Coded at 1 or more calls","",""
"V042037B","V042037B","factor","factor","5. Not coded","5. Not coded","",""
"V042037B","V042037B","factor","factor",".",".","",""
"V042037C","V042037C","factor","factor","0. NA","0. NA","",""
"V042037C","V042037C","factor","factor","1. Coded at 1 or more calls","1. Coded at 1 or more calls","",""
"V042037C","V042037C","factor","factor","5. Not coded","5. Not coded","",""
"V042037C","V042037C","factor","factor",".",".","",""
"V042037D","V042037D","factor","factor","0. NA","0. NA","",""
"V042037D","V042037D","factor","factor","1. Coded at 1 or more calls","1. Coded at 1 or more calls","",""
"V042037D","V042037D","factor","factor","5. Not coded","5. Not coded","",""
"V042037D","V042037D","factor","factor",".",".","",""
"V042037E","V042037E","factor","factor","0. NA","0. NA","",""
"V042037E","V042037E","factor","factor","1. Coded at 1 or more calls","1. Coded at 1 or more calls","",""
"V042037E","V042037E","factor","factor","5. Not coded","5. Not coded","",""
"V042037E","V042037E","factor","factor",".",".","",""
"V042037F","V042037F","factor","factor","0. NA","0. NA","",""
"V042037F","V042037F","factor","factor","1. Coded at 1 or more calls","1. Coded at 1 or more calls","",""
"V042037F","V042037F","factor","factor","5. Not coded","5. Not coded","",""
"V042037F","V042037F","factor","factor",".",".","",""
"V042037G","V042037G","factor","factor","0. NA","0. NA","",""
"V042037G","V042037G","factor","factor","1. Coded at 1 or more calls","1. Coded at 1 or more calls","",""
"V042037G","V042037G","factor","factor","5. Not coded","5. Not coded","",""
"V042037G","V042037G","factor","factor",".",".","",""
"V042037H","V042037H","factor","factor","0. NA","0. NA","",""
"V042037H","V042037H","factor","factor","1. Coded at 1 or more calls","1. Coded at 1 or more calls","",""
"V042037H","V042037H","factor","factor","5. Not coded","5. Not coded","",""
"V042037H","V042037H","factor","factor",".",".","",""
"V042037J","V042037J","factor","factor","0. NA","0. NA","",""
"V042037J","V042037J","factor","factor","1. Coded at 1 or more calls","1. Coded at 1 or more calls","",""
"V042037J","V042037J","factor","factor","5. Not coded","5. Not coded","",""
"V042037J","V042037J","factor","factor",".",".","",""
"V042037K","V042037K","factor","factor","0. NA","0. NA","",""
"V042037K","V042037K","factor","factor","1. Coded at 1 or more calls","1. Coded at 1 or more calls","",""
